"","LocID","Location","VarID","Variant","Time","MidPeriod","PopMale","PopFemale","PopTotal","PopDensity"
"135718",1559,"League of Arab States (LAS, informal name: Arab League)",2,"Medium",2019,2019.5,221900.697,206265.692,428166.389,32.909
"135869",941,"Least developed countries",2,"Medium",2019,2019.5,513951.412,519437.456,1033388.868,51.315
"136753",1475,"Least developed: Africa",2,"Medium",2019,2019.5,339345.341,343065.281,682410.622,38.991
"136904",1476,"Least developed: Asia",2,"Medium",2019,2019.5,168492.352,170123.849,338616.201,131.863
"137055",1477,"Least developed: Latin America and the Caribbean",2,"Medium",2019,2019.5,5557.596,5705.483,11263.079,408.675
"137206",1478,"Least developed: Oceania",2,"Medium",2019,2019.5,556.123,542.843,1098.966,26.791
"137357",422,"Lebanon",2,"Medium",2019,2019.5,3449.246,3406.463,6855.709,670.157
"138241",426,"Lesotho",2,"Medium",2019,2019.5,1047.944,1077.323,2125.267,70.002
"139125",902,"Less developed regions",2,"Medium",2019,2019.5,3270017.937,3172819.948,6442837.885,79.544
"140009",948,"Less developed regions, excluding China",2,"Medium",2019,2019.5,2518843.362,2458360.347,4977203.709,69.541
"140893",934,"Less developed regions, excluding least developed countries",2,"Medium",2019,2019.5,2756066.525,2653382.492,5409449.017,88.885
"141777",1479,"Less developed: Africa",2,"Medium",2019,2019.5,653513.68,654550.496,1308064.176,44.119
"141928",1480,"Less developed: Asia",2,"Medium",2019,2019.5,2291515.935,2182995.032,4474510.967,145.899
"142079",1481,"Less developed: Latin America and the Caribbean",2,"Medium",2019,2019.5,318803.128,329317.828,648120.956,32.182
"142230",1482,"Less developed: Oceania",2,"Medium",2019,2019.5,6185.194,5956.592,12141.786,22.449
"142381",430,"Liberia",2,"Medium",2019,2019.5,2481.116,2456.258,4937.374,51.26
"143265",434,"Libya",2,"Medium",2019,2019.5,3422.619,3354.834,6777.453,3.852
"144149",438,"Liechtenstein",2,"Medium",2019,2019.5,NA,NA,38.02,237.625
"145033",440,"Lithuania",2,"Medium",2019,2019.5,1276.477,1483.154,2759.631,44.032
"145917",1500,"Low-income countries",2,"Medium",2019,2019.5,375045.225,380804.516,755849.741,50.919
"146801",1501,"Lower-middle-income countries",2,"Medium",2019,2019.5,1559059.913,1498648.971,3057708.884,142.498
"147685",442,"Luxembourg",2,"Medium",2019,2019.5,311.11,304.62,615.73,237.734
"148569",450,"Madagascar",2,"Medium",2019,2019.5,13452.929,13516.377,26969.306,46.355
"149453",454,"Malawi",2,"Medium",2019,2019.5,9185.278,9443.471,18628.749,197.59
"150337",458,"Malaysia",2,"Medium",2019,2019.5,16423.164,15526.625,31949.789,97.245
"151221",462,"Maldives",2,"Medium",2019,2019.5,336.07,194.887,530.957,1769.857
"152105",466,"Mali",2,"Medium",2019,2019.5,9844.537,9813.486,19658.023,16.111
"152989",470,"Malta",2,"Medium",2019,2019.5,220.783,219.594,440.377,1376.178
"153873",584,"Marshall Islands",2,"Medium",2019,2019.5,NA,NA,58.791,326.617
"154757",474,"Martinique",2,"Medium",2019,2019.5,172.972,202.585,375.557,354.299
"155641",478,"Mauritania",2,"Medium",2019,2019.5,2271.843,2253.855,4525.698,4.391
"156525",480,"Mauritius",2,"Medium",2019,2019.5,626.971,642.699,1269.67,625.453
"157409",175,"Mayotte",2,"Medium",2019,2019.5,130.865,135.288,266.153,709.741
"158293",928,"Melanesia",2,"Medium",2019,2019.5,5565.816,5352.718,10918.534,20.617
"159177",484,"Mexico",2,"Medium",2019,2019.5,62403.393,65172.136,127575.529,65.627
"160061",954,"Micronesia",2,"Medium",2019,2019.5,274.614,268.869,543.483,171.446
"160945",583,"Micronesia (Fed. States of)",2,"Medium",2019,2019.5,57.867,55.944,113.811,162.587
"161829",911,"Middle Africa",2,"Medium",2019,2019.5,86971.289,87337.138,174308.427,26.83
"162713",1517,"Middle-income countries",2,"Medium",2019,2019.5,2886342.656,2810324.658,5696667.314,73.986
"163597",492,"Monaco",2,"Medium",2019,2019.5,NA,NA,38.967,26152.349
"164481",496,"Mongolia",2,"Medium",2019,2019.5,1589.932,1635.234,3225.166,2.076
"165365",499,"Montenegro",2,"Medium",2019,2019.5,310.506,317.482,627.988,46.691
"166249",500,"Montserrat",2,"Medium",2019,2019.5,NA,NA,4.991,49.91
"167133",901,"More developed regions",2,"Medium",2019,2019.5,619016.674,651613.646,1270630.32,25.88
"168017",1483,"More developed: Asia",2,"Medium",2019,2019.5,61950.31,64909.989,126860.299,347.987
"168168",1484,"More developed: Europe",2,"Medium",2019,2019.5,360711.588,386471.227,747182.815,33.756
"168319",1485,"More developed: Northern America",2,"Medium",2019,2019.5,181452.303,185148.641,366600.944,19.655
"168470",1486,"More developed: Oceania",2,"Medium",2019,2019.5,14902.473,15083.789,29986.262,3.774
"168621",504,"Morocco",2,"Medium",2019,2019.5,18093.063,18378.703,36471.766,81.72
"169505",508,"Mozambique",2,"Medium",2019,2019.5,14745.851,15620.192,30366.043,38.615
"170389",104,"Myanmar",2,"Medium",2019,2019.5,26044.666,28000.756,54045.422,82.728
"171273",516,"Namibia",2,"Medium",2019,2019.5,1208.862,1285.662,2494.524,3.03
"172157",520,"Nauru",2,"Medium",2019,2019.5,NA,NA,10.764,538.2
"173041",524,"Nepal",2,"Medium",2019,2019.5,13046.953,15561.762,28608.715,199.572
"173925",528,"Netherlands",2,"Medium",2019,2019.5,8514.835,8582.288,17097.123,507.032
"174809",1108,"Netherlands (and dependencies)",2,"Medium",2019,2019.5,8674.191,8761.037,17435.228,502.369
"174960",540,"New Caledonia",2,"Medium",2019,2019.5,142.226,140.531,282.757,15.468
"175844",1552,"New EU member states (joined since 2004)",2,"Medium",2019,2019.5,50330.101,53593.174,103923.275,93.31
"175995",554,"New Zealand",2,"Medium",2019,2019.5,2351.162,2431.9,4783.062,18.165
"176879",1109,"New Zealand (and dependencies)",2,"Medium",2019,2019.5,2361.203,2442.35,4803.553,18.208
"177030",558,"Nicaragua",2,"Medium",2019,2019.5,3225.984,3319.519,6545.503,54.392
"177914",562,"Niger",2,"Medium",2019,2019.5,11714.461,11596.258,23310.719,18.403
"178798",566,"Nigeria",2,"Medium",2019,2019.5,101831.874,99131.729,200963.603,220.652
"179682",570,"Niue",2,"Medium",2019,2019.5,NA,NA,1.614,6.208
"180566",1518,"No income group available",2,"Medium",2019,2019.5,1419.15,1488.516,2907.666,7.907
"181450",1615,"Non-Self-Governing Territories",2,"Medium",2019,2019.5,878.128,853.573,1731.701,5.712
"181601",1520,"North American Free Trade Agreement (NAFTA)",2,"Medium",2019,2019.5,243793.23,250258.254,494051.484,24.476
"181752",1555,"North Atlantic Treaty Organization (NATO)",2,"Medium",2019,2019.5,462668.917,477935.264,940604.181,41.107
"181903",807,"North Macedonia",2,"Medium",2019,2019.5,1042.305,1041.153,2083.458,82.611
"182787",912,"Northern Africa",2,"Medium",2019,2019.5,121478.638,120302.127,241780.765,31.119
"183671",1833,"Northern Africa and Western Asia",2,"Medium",2019,2019.5,265615.435,251490.123,517105.558,41.123
"184624",918,"Northern America",2,"Medium",2019,2019.5,181452.303,185148.641,366600.944,19.655
"184625",905,"Northern America",2,"Medium",2019,2019.5,181452.303,185148.641,366600.944,19.655
"186323",924,"Northern Europe",2,"Medium",2019,2019.5,52217.032,53551.5,105768.532,62.128
"187207",580,"Northern Mariana Islands",2,"Medium",2019,2019.5,NA,NA,57.213,124.376
"188091",578,"Norway",2,"Medium",2019,2019.5,2716.812,2662.047,5378.859,14.726
"188975",909,"Oceania",2,"Medium",2019,2019.5,21087.667,21040.381,42128.048,4.964
"189859",1835,"Oceania (excluding Australia and New Zealand)",2,"Medium",2019,2019.5,6185.194,5956.592,12141.786,22.449
"190743",512,"Oman",2,"Medium",2019,2019.5,3284.448,1690.544,4974.992,16.074
"191627",1505,"Organisation for Economic Co-operation and Development (OECD)",2,"Medium",2019,2019.5,643413.27,664303.372,1307716.642,37.94
"191778",2086,"Organization for Security and Co-operation in Europe (OSCE)",2,"Medium",2019,2019.5,629855.249,661531.952,1291387.201,27.586
"191929",2085,"Organization of American States (OAS)",2,"Medium",2019,2019.5,497990.278,511959.852,1009950.13,26.389
"192080",1521,"Organization of Petroleum Exporting countries (OPEC)",2,"Medium",2019,2019.5,260927.123,246960.65,507887.773,41.057
"192231",1570,"Organization of the Islamic Conference (OIC)",2,"Medium",2019,2019.5,950183.428,922658.895,1872842.323,60.068
"192382",586,"Pakistan",2,"Medium",2019,2019.5,111447.581,105117.736,216565.317,280.933
"193266",585,"Palau",2,"Medium",2019,2019.5,NA,NA,18.001,39.133
"194150",591,"Panama",2,"Medium",2019,2019.5,2126.434,2120.006,4246.44,57.122
"195034",598,"Papua New Guinea",2,"Medium",2019,2019.5,4480.011,4296.108,8776.119,19.379
"195918",600,"Paraguay",2,"Medium",2019,2019.5,3580.888,3463.751,7044.639,17.731
"196802",604,"Peru",2,"Medium",2019,2019.5,16148.241,16362.221,32510.462,25.399
"197686",608,"Philippines",2,"Medium",2019,2019.5,54316.072,53800.55,108116.622,362.601
"198570",616,"Poland",2,"Medium",2019,2019.5,18360.539,19527.232,37887.771,123.723
"199454",957,"Polynesia",2,"Medium",2019,2019.5,344.764,335.005,679.769,84.026
"200338",620,"Portugal",2,"Medium",2019,2019.5,4836.674,5389.504,10226.178,111.652
"201222",630,"Puerto Rico",2,"Medium",2019,2019.5,1391.966,1541.438,2933.404,330.711
"202106",634,"Qatar",2,"Medium",2019,2019.5,2133.521,698.55,2832.071,243.934
"202990",410,"Republic of Korea",2,"Medium",2019,2019.5,25649.457,25575.864,51225.321,526.847
"203874",498,"Republic of Moldova",2,"Medium",2019,2019.5,1937.848,2105.41,4043.258,123.082
"204758",642,"Romania",2,"Medium",2019,2019.5,9418.287,9946.271,19364.558,84.132
"205642",643,"Russian Federation",2,"Medium",2019,2019.5,67602.94,78269.32,145872.26,8.907
"206526",646,"Rwanda",2,"Medium",2019,2019.5,6206.086,6420.852,12626.938,511.834
"207410",638,"Réunion",2,"Medium",2019,2019.5,430.284,458.648,888.932,355.573
"208294",2093,"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",2,"Medium",2019,2019.5,8421.2,7569.584,15990.784,37.205
"208445",2091,"SIDS Caribbean",2,"Medium",2019,2019.5,21387.879,21921.144,43309.023,191.904
"208596",2092,"SIDS Pacific",2,"Medium",2019,2019.5,6179.028,5949.992,12129.02,22.432
"208747",652,"Saint Barthélemy",2,"Medium",2019,2019.5,NA,NA,9.853,447.864
"209631",654,"Saint Helena",2,"Medium",2019,2019.5,NA,NA,6.061,15.541
"210515",659,"Saint Kitts and Nevis",2,"Medium",2019,2019.5,NA,NA,52.834,203.208
"211399",662,"Saint Lucia",2,"Medium",2019,2019.5,90.021,92.774,182.795,299.664
"212283",663,"Saint Martin (French part)",2,"Medium",2019,2019.5,NA,NA,38.002,717.019
"213167",666,"Saint Pierre and Miquelon",2,"Medium",2019,2019.5,NA,NA,5.821,25.309
"214051",670,"Saint Vincent and the Grenadines",2,"Medium",2019,2019.5,56.097,54.496,110.593,283.572
"214935",882,"Samoa",2,"Medium",2019,2019.5,102.004,95.089,197.093,69.644
"215819",674,"San Marino",2,"Medium",2019,2019.5,NA,NA,33.864,564.4
"216703",678,"Sao Tome and Principe",2,"Medium",2019,2019.5,107.611,107.437,215.048,224.008
"217587",682,"Saudi Arabia",2,"Medium",2019,2019.5,19783.532,14484.997,34268.529,15.941
"218471",686,"Senegal",2,"Medium",2019,2019.5,7946.433,8349.929,16296.362,84.643
"219355",688,"Serbia",2,"Medium",2019,2019.5,4297.444,4474.784,8772.228,100.3
"220239",690,"Seychelles",2,"Medium",2019,2019.5,50.167,47.574,97.741,212.48
"221123",2073,"Shanghai Cooperation Organization (SCO)",2,"Medium",2019,2019.5,1658126.077,1571782.965,3229909.042,97.977
"221274",694,"Sierra Leone",2,"Medium",2019,2019.5,3898.35,3914.857,7813.207,108.246
"222158",702,"Singapore",2,"Medium",2019,2019.5,3038.226,2766.117,5804.343,8291.919
"223042",534,"Sint Maarten (Dutch part)",2,"Medium",2019,2019.5,NA,NA,42.389,1246.735
"223926",703,"Slovakia",2,"Medium",2019,2019.5,2656.513,2800.499,5457.012,113.48
"224810",705,"Slovenia",2,"Medium",2019,2019.5,1034.684,1043.97,2078.654,103.21
"225694",1637,"Small Island Developing States (SIDS)",2,"Medium",2019,2019.5,35988.107,35440.72,71428.827,59.714
"226578",90,"Solomon Islands",2,"Medium",2019,2019.5,340.582,329.239,669.821,23.931
"227462",706,"Somalia",2,"Medium",2019,2019.5,7700.196,7742.71,15442.906,24.616
"228346",710,"South Africa",2,"Medium",2019,2019.5,28859.302,29698.965,58558.267,48.272
"229230",931,"South America",2,"Medium",2019,2019.5,210376.84,216822.585,427199.425,24.466
"230114",1321,"South Asian Association for Regional Cooperation (SAARC)",2,"Medium",2019,2019.5,947602.141,887695.362,1835297.503,384.631
"230265",728,"South Sudan",2,"Medium",2019,2019.5,5536.53,5525.584,11062.114,18.106
"231149",920,"South-Eastern Asia",2,"Medium",2019,2019.5,330672.968,331338.878,662011.846,152.513
"232033",913,"Southern Africa",2,"Medium",2019,2019.5,32793.014,33836.88,66629.894,25.137
"232917",1564,"Southern African Development Community (SADC)",2,"Medium",2019,2019.5,175154.49,178785.639,353940.129,36.688
"233068",5501,"Southern Asia",2,"Medium",2019,2019.5,989492.031,928719.365,1918211.396,299.715
"233952",1534,"Southern Common Market (MERCOSUR)",2,"Medium",2019,2019.5,150652.191,155713.304,306365.495,22.473
"234103",925,"Southern Europe",2,"Medium",2019,2019.5,74451.62,77995.33,152446.95,117.727
"234987",724,"Spain",2,"Medium",2019,2019.5,22960.648,23776.134,46736.782,93.698
"235871",144,"Sri Lanka",2,"Medium",2019,2019.5,10233.415,11090.319,21323.734,340.037
"236755",275,"State of Palestine",2,"Medium",2019,2019.5,2526.35,2455.072,4981.422,827.479
"237639",947,"Sub-Saharan Africa",2,"Medium",2019,2019.5,532035.042,534248.369,1066283.411,48.735
"238523",729,"Sudan",2,"Medium",2019,2019.5,21387.956,21425.281,42813.237,24.256
"239407",740,"Suriname",2,"Medium",2019,2019.5,292.255,289.108,581.363,3.727
"240291",752,"Sweden",2,"Medium",2019,2019.5,5025.597,5010.794,10036.391,24.459
"241175",756,"Switzerland",2,"Medium",2019,2019.5,4260.661,4330.7,8591.361,217.415
"242059",760,"Syrian Arab Republic",2,"Medium",2019,2019.5,8554.55,8515.582,17070.132,92.959
"242943",762,"Tajikistan",2,"Medium",2019,2019.5,4697.953,4623.07,9321.023,66.598
"243827",764,"Thailand",2,"Medium",2019,2019.5,33904.846,35720.735,69625.581,136.283
"244711",626,"Timor-Leste",2,"Medium",2019,2019.5,653.507,639.613,1293.12,86.962
"245595",768,"Togo",2,"Medium",2019,2019.5,4020.646,4061.713,8082.359,148.6
"246479",772,"Tokelau",2,"Medium",2019,2019.5,NA,NA,1.33,133
"247363",776,"Tonga",2,"Medium",2019,2019.5,52.286,52.211,104.497,145.135
"248247",780,"Trinidad and Tobago",2,"Medium",2019,2019.5,688.982,705.987,1394.969,271.924
"249131",788,"Tunisia",2,"Medium",2019,2019.5,5797.98,5896.741,11694.721,75.275
"250015",792,"Turkey",2,"Medium",2019,2019.5,41173.709,42255.898,83429.607,108.402
"250899",795,"Turkmenistan",2,"Medium",2019,2019.5,2925.688,3016.406,5942.094,12.645
"251783",796,"Turks and Caicos Islands",2,"Medium",2019,2019.5,NA,NA,38.194,40.204
"252667",798,"Tuvalu",2,"Medium",2019,2019.5,NA,NA,11.655,388.5
"253551",1735,"UN-ECE: member countries",2,"Medium",2019,2019.5,632502.267,664178.326,1296680.593,28.636
"253702",1819,"UNFPA Regions",2,"Medium",2019,2019.5,3220255.434,3138544.844,6358800.278,80.319
"253853",1611,"UNFPA: Arab States (AS)",2,"Medium",2019,2019.5,186897.933,183172.5,370070.433,38.095
"254004",1610,"UNFPA: Asia and the Pacific (AP)",2,"Medium",2019,2019.5,2072422.931,1975526.176,4047949.107,181.404
"254155",1703,"UNFPA: East and Southern Africa (ESA)",2,"Medium",2019,2019.5,298317.194,303164.221,601481.415,49.391
"254306",1612,"UNFPA: Eastern Europe and Central Asia (EECA)",2,"Medium",2019,2019.5,120874.085,127296.749,248170.834,42.183
"254457",1613,"UNFPA: Latin America and the Caribbean (LAC)",2,"Medium",2019,2019.5,316851.964,327149.879,644001.843,32.147
"254608",1704,"UNFPA: West and Central Africa (WCA)",2,"Medium",2019,2019.5,224891.327,222235.319,447126.646,49.424
"254759",1818,"UNICEF PROGRAMME REGIONS",2,"Medium",2019,2019.5,3266652.233,3173891.64,6440543.873,78.708
"254910",1586,"UNICEF Programme Regions: East Asia and Pacific (EAPRO)",2,"Medium",2019,2019.5,1082930.9,1046806.811,2129737.711,133.824
"255061",2042,"UNICEF Programme Regions: Eastern Caribbean",2,"Medium",2019,2019.5,1183.379,1213.848,2397.227,248.675
"255212",1587,"UNICEF Programme Regions: Eastern and Southern Africa (ESARO)",2,"Medium",2019,2019.5,262071.316,266792.767,528864.083,50.194
"255363",1585,"UNICEF Programme Regions: Europe and Central Asia (CEECIS)",2,"Medium",2019,2019.5,135992.947,143300.849,279293.796,44.393
"255514",2041,"UNICEF Programme Regions: Latin America",2,"Medium",2019,2019.5,315271.782,325503.77,640775.552,32.019
"255665",1589,"UNICEF Programme Regions: Latin America and Caribbean (LACRO)",2,"Medium",2019,2019.5,316455.161,326717.618,643172.779,32.124
"255816",1590,"UNICEF Programme Regions: Middle East and North Africa (MENARO)",2,"Medium",2019,2019.5,253389.338,236871.449,490260.787,37.773
"255967",1591,"UNICEF Programme Regions: South Asia (ROSA)",2,"Medium",2019,2019.5,947602.141,887695.362,1835297.503,384.631
"256118",1592,"UNICEF Programme Regions: West and Central Africa (WCARO)",2,"Medium",2019,2019.5,268210.43,265706.784,533917.214,47.192
"256269",2035,"UNICEF REGIONS",2,"Medium",2019,2019.5,3889034.611,3824433.594,7713468.205,59.291
"256420",2036,"UNICEF Regions: East Asia and Pacific",2,"Medium",2019,2019.5,1204677.671,1172073.343,2376751.014,97.457
"256571",2034,"UNICEF Regions: Eastern Europe and Central Asia",2,"Medium",2019,2019.5,203595.887,221570.169,425166.056,18.756
"256722",2039,"UNICEF Regions: Eastern and Southern Africa",2,"Medium",2019,2019.5,285209.506,289963.867,575173.373,46.649
"256873",2029,"UNICEF Regions: Europe and Central Asia",2,"Medium",2019,2019.5,447044.853,474980.463,922025.316,34.122
"257024",2031,"UNICEF Regions: Latin America and Caribbean",2,"Medium",2019,2019.5,318803.128,329317.828,648120.956,32.182
"257175",2037,"UNICEF Regions: Middle East and North Africa",2,"Medium",2019,2019.5,236031.517,219544.307,455575.824,39.689
"257326",2032,"UNICEF Regions: North America",2,"Medium",2019,2019.5,181452.303,185148.641,366600.944,19.655
"257477",2038,"UNICEF Regions: South Asia",2,"Medium",2019,2019.5,947602.141,887695.362,1835297.503,384.631
"257628",2033,"UNICEF Regions: Sub-Saharan Africa",2,"Medium",2019,2019.5,553422.998,555673.65,1109096.648,46.908
"257779",2040,"UNICEF Regions: West and Central Africa",2,"Medium",2019,2019.5,268213.492,265709.783,533923.275,47.191
"257930",2030,"UNICEF Regions: Western Europe",2,"Medium",2019,2019.5,243448.966,253410.294,496859.26,114.143
"258081",1822,"UNITED NATIONS Regional Groups of Member States",2,"Medium",2019,2019.5,3886203.129,3821700.381,7707903.418,59.373
"258232",800,"Uganda",2,"Medium",2019,2019.5,21807.166,22462.421,44269.587,221.558
"259116",804,"Ukraine",2,"Medium",2019,2019.5,20379.023,23614.62,43993.643,75.94
"260000",784,"United Arab Emirates",2,"Medium",2019,2019.5,6766.806,3003.72,9770.526,116.872
"260884",826,"United Kingdom",2,"Medium",2019,2019.5,33351.435,34178.726,67530.161,279.131
"261768",1110,"United Kingdom (and dependencies)",2,"Medium",2019,2019.5,33605.728,34439.971,68045.699,264.934
"261919",1730,"United Nations Economic Commission for Africa (UN-ECA)",2,"Medium",2019,2019.5,652644.714,653675.858,1306320.572,44.464
"262070",1745,"United Nations Economic Commission for Latin America and the Caribbean (UN-ECLAC)",2,"Medium",2019,2019.5,318801.466,329316.118,648117.584,32.201
"262221",1760,"United Nations Economic and Social Commission for Asia and the Pacific (UN-ESCAP) Regions",2,"Medium",2019,2019.5,2335676.321,2255015.629,4590691.95,88.272
"262372",1599,"United Nations Member States",2,"Medium",2019,2019.5,3886203.129,3821700.381,7707903.51,59.373
"262523",834,"United Republic of Tanzania",2,"Medium",2019,2019.5,28980.621,29024.84,58005.461,65.484
"263407",850,"United States Virgin Islands",2,"Medium",2019,2019.5,49.704,54.875,104.579,298.797
"264291",840,"United States of America",2,"Medium",2019,2019.5,162826.299,166238.618,329064.917,35.974
"265175",1111,"United States of America (and dependencies)",2,"Medium",2019,2019.5,164409.733,167972.987,332382.72,36.295
"265326",1502,"Upper-middle-income countries",2,"Medium",2019,2019.5,1327282.743,1311675.687,2638958.43,47.516
"266210",858,"Uruguay",2,"Medium",2019,2019.5,1671.889,1789.842,3461.731,19.779
"267094",860,"Uzbekistan",2,"Medium",2019,2019.5,16450.116,16531.599,32981.715,77.531
"267978",548,"Vanuatu",2,"Medium",2019,2019.5,152.038,147.844,299.882,24.601
"268862",862,"Venezuela (Bolivarian Republic of)",2,"Medium",2019,2019.5,14045.228,14470.601,28515.829,32.329
"269746",704,"Viet Nam",2,"Medium",2019,2019.5,48151.352,48310.756,96462.108,311.098
"270630",1509,"WB region: East Asia and Pacific (excluding high income)",2,"Medium",2019,2019.5,1082939.007,1046815.524,2129754.531,133.831
"270781",1510,"WB region: Europe and Central Asia (excluding high income)",2,"Medium",2019,2019.5,201605.872,219429.885,421035.757,18.62
"270932",1511,"WB region: Latin America and Caribbean (excluding high income)",2,"Medium",2019,2019.5,280528.965,289282.904,569811.869,34.991
"271083",1512,"WB region: Middle East and North Africa (excluding high income)",2,"Medium",2019,2019.5,196415.223,193337.968,389753.191,45.105
"271234",1513,"WB region: South Asia (excluding high income)",2,"Medium",2019,2019.5,947602.141,887695.362,1835297.503,384.631
"271385",1508,"WB region: Sub-Saharan Africa (excluding high income)",2,"Medium",2019,2019.5,552296.673,554567.531,1106864.204,46.867
"271536",1820,"WHO Regions",2,"Medium",2019,2019.5,3867203.614,3801684.612,7668888.226,59.34
"271687",1593,"WHO: African region (AFRO)",2,"Medium",2019,2019.5,545008.354,546750.502,1091758.856,46.247
"271838",1596,"WHO: Americas (AMRO)",2,"Medium",2019,2019.5,497990.278,511959.852,1009950.13,26.389
"271989",1595,"WHO: Eastern Mediterranean Region (EMRO)",2,"Medium",2019,2019.5,367790.826,344485.465,712276.291,56.34
"272140",1594,"WHO: European Region (EURO)",2,"Medium",2019,2019.5,451093.616,479073.002,930166.618,34.399
"272291",1597,"WHO: South-East Asia region (SEARO)",2,"Medium",2019,2019.5,1026050.375,975895.902,2001946.277,309.953
"272442",1598,"WHO: Western Pacific region (WPRO)",2,"Medium",2019,2019.5,979270.165,943519.889,1922790.054,90.626
"272593",876,"Wallis and Futuna Islands",2,"Medium",2019,2019.5,NA,NA,11.436,81.686
"273477",1543,"West African Economic and Monetary Union (UEMOA)",2,"Medium",2019,2019.5,63478.176,63629.292,127107.468,36.67
"273628",914,"Western Africa",2,"Medium",2019,2019.5,196986.982,194453.165,391440.147,64.551
"274512",922,"Western Asia",2,"Medium",2019,2019.5,144136.797,131187.996,275324.793,57.299
"275396",926,"Western Europe",2,"Medium",2019,2019.5,96018.941,99503.471,195522.412,180.239
"276280",1827,"Western European and Others Group (WEOG)",2,"Medium",2019,2019.5,453121.385,465967.038,919088.423,29.497
"276431",732,"Western Sahara",2,"Medium",2019,2019.5,304.755,277.703,582.458,2.19
"277315",900,"World",2,"Medium",2019,2019.5,3889034.611,3824433.594,7713468.205,59.291
"278199",1801,"World Bank Regional Groups (developing only)",2,"Medium",2019,2019.5,3261387.881,3191129.174,6452517.055,70.258
"278350",887,"Yemen",2,"Medium",2019,2019.5,14692.284,14469.638,29161.922,55.234
"279234",894,"Zambia",2,"Medium",2019,2019.5,8843.214,9017.82,17861.034,24.026
"280118",716,"Zimbabwe",2,"Medium",2019,2019.5,6983.353,7662.12,14645.473,37.858
